Id,Start,Duration,Price
103,2015009,95,65936.0
104,2015055,13,62458.0
105,2015099,205,59986.0
106,2015042,84,90540.0
107,2015055,138,43067.0
108,2015031,252,50935.0
109,2015017,180,32419.0
110,2015032,82,89481.0
111,2015124,233,40989.0
112,2015045,122,34781.0
113,2015264,71,68813.0
114,2015080,68,27517.0
115,2015219,54,94604.0
116,2015123,344,4838.0
117,2015308,225,80107.0
118,2015146,350,84740.0
119,2015257,303,81747.0
120,2015018,123,79428.0
121,2015121,88,5034.0
122,2015233,184,19267.0
123,2015053,97,26538.0
124,2015268,253,33968.0
125,2015152,51,60029.0
126,2015251,19,65622.0
127,2015009,95,65936.0
128,2015055,13,62458.0
129,2015099,205,59986.0
130,2015042,84,90540.0
131,2015055,138,43067.0
132,2015031,252,50935.0
133,2015017,180,32419.0
134,2015032,82,89481.0
135,2015124,233,40989.0
136,2015045,122,34781.0
137,2015264,71,68813.0
138,2015080,68,27517.0
139,2015219,54,94604.0
140,2015123,344,4838.0
141,2015308,225,80107.0
142,2015146,350,84740.0
143,2015257,303,81747.0
144,2015018,123,79428.0
145,2015121,88,5034.0
146,2015233,184,19267.0
147,2015053,97,26538.0
148,2015268,253,33968.0
149,2015152,51,60029.0
150,2015251,019,065622.00
151,2015009,095,065936.00
152,2015055,013,062458.00
153,2015099,205,059986.00
154,2015042,084,090540.00
155,2015055,138,043067.00
156,2015031,252,050935.00
157,2015017,180,032419.00
158,2015032,082,089481.00
159,2015124,233,040989.00
160,2015045,122,034781.00
161,2015264,071,068813.00
162,2015080,068,027517.00
163,2015219,054,094604.00
164,2015123,344,004838.00
165,2015308,225,080107.00
166,2015146,350,084740.00
167,2015257,303,081747.00
168,2015018,123,079428.00
169,2015121,088,005034.00
170,2015233,184,019267.00
171,2015053,097,026538.00
172,2015183,211,049936.00
173,2015268,253,033968.00
174,2015152,051,060029.00
175,2015251,19,65622.0
176,2015009,95,65936.0
177,2015055,13,62458.0
178,2015099,205,59986.0
179,2015042,84,90540.0
180,2015055,138,43067.0
181,2015031,252,50935.0
182,2015017,180,32419.0
183,2015032,82,89481.0
184,2015124,233,40989.0
185,2015045,122,34781.0
186,2015264,71,68813.0
187,2015080,68,27517.0
188,2015219,54,94604.0
189,2015123,344,4838.0
190,2015308,225,80107.0
191,2015146,350,84740.0
192,2015257,303,81747.0
193,2015018,123,79428.0
194,2015121,88,5034.0
195,2015233,184,19267.0
196,2015053,97,26538.0
197,2015183,211,49936.0
198,2015268,253,33968.0
199,2015152,51,60029.0
200,2014123,20,2345.3
201,2015251,19,65622.0
202,2015009,95,65936.0
203,2015055,13,62458.0
204,2015099,205,59986.0
205,2015042,84,90540.0
206,2015055,138,43067.0
207,2015031,252,50935.0
208,2015017,180,32419.0
209,2015032,82,89481.0
210,2015124,233,40989.0
211,2015045,122,34781.0
212,2015264,71,68813.0
213,2015080,68,27517.0
214,2015219,54,94604.0
215,2015123,344,4838.0
216,2015308,225,80107.0
217,2015146,350,84740.0
218,2015257,303,81747.0
219,2015018,123,79428.0
220,2015121,88,5034.0
221,2015233,184,19267.0
222,2015053,97,26538.0
223,2015183,211,49936.0
224,2015268,253,33968.0
225,2015152,51,60029.0
226,2015251,19,65622.0
227,2015009,95,65936.0
228,2015055,13,62458.0
229,2015099,205,59986.0
230,2015042,84,90540.0
231,2015055,138,43067.0
232,2015031,252,50935.0
233,2015017,180,32419.0
234,2015032,82,89481.0
235,2015124,233,40989.0
236,2015045,122,34781.0
237,2015264,71,68813.0
238,2015080,68,27517.0
239,2015219,54,94604.0
240,2015123,344,4838.0
241,2015308,225,80107.0
242,2015146,350,84740.0
243,2015257,303,81747.0
244,2015018,123,79428.0
245,2015121,88,5034.0
246,2015233,184,19267.0
247,2015053,97,26538.0
248,2015183,211,49936.0
249,2015268,253,33968.0
250,2015152,51,60029.0
251,2015251,19,65622.0
252,2015009,95,65936.0
253,2015055,13,62458.0
254,2015099,205,59986.0
255,2015042,84,90540.0
256,2015055,138,43067.0
257,2015031,252,50935.0
258,2015017,180,32419.0
259,2015032,82,89481.0
260,2015124,233,40989.0
261,2015045,122,34781.0
262,2015264,71,68813.0
263,2015080,68,27517.0
264,2015219,54,94604.0
265,2015123,344,4838.0
266,2015308,225,80107.0
267,2015146,350,84740.0
268,2015257,303,81747.0
269,2015018,123,79428.0
270,2015121,88,5034.0
271,2015233,184,19267.0
272,2015053,97,26538.0
273,2015268,253,33968.0
274,2015152,51,60029.0
275,2015251,19,65622.0
276,2015009,95,65936.0
277,2015055,13,62458.0
278,2015099,205,59986.0
279,2015042,84,90540.0
280,2015055,138,43067.0
281,2015031,252,50935.0
282,2015017,180,32419.0
283,2015032,82,89481.0
284,2015124,233,40989.0
285,2015045,122,34781.0
286,2015264,71,68813.0
287,2015080,68,27517.0
288,2015219,54,94604.0
289,2015123,344,4838.0
290,2015308,225,80107.0
291,2015146,350,84740.0
292,2015257,303,81747.0
293,2015018,123,79428.0
294,2015121,88,5034.0
295,2015233,184,19267.0
296,2015053,97,26538.0
297,2015268,253,33968.0
298,2015152,51,60029.0
299,2015251,019,065622.00
300,2015009,095,065936.00
301,2015055,013,062458.00
302,2015099,205,059986.00
303,2015042,084,090540.00
304,2015055,138,043067.00
305,2015031,252,050935.00
306,2015017,180,032419.00
307,2015032,082,089481.00
308,2015124,233,040989.00
309,2015045,122,034781.00
310,2015264,071,068813.00
311,2015080,068,027517.00
312,2015219,054,094604.00
313,2015123,344,004838.00
314,2015308,225,080107.00
315,2015146,350,084740.00
316,2015257,303,081747.00
317,2015018,123,079428.00
318,2015121,088,005034.00
319,2015233,184,019267.00
320,2015053,097,026538.00
321,2015183,211,049936.00
322,2015268,253,033968.00
323,2015152,051,060029.00
324,2015251,19,65622.0
325,2015009,95,65936.0
326,2015055,13,62458.0
327,2015099,205,59986.0
328,2015042,84,90540.0
329,2015055,138,43067.0
330,2015031,252,50935.0
331,2015017,180,32419.0
332,2015032,82,89481.0
333,2015124,233,40989.0
334,2015045,122,34781.0
335,2015264,71,68813.0
336,2015080,68,27517.0
337,2015219,54,94604.0
338,2015123,344,4838.0
339,2015308,225,80107.0
340,2015146,350,84740.0
341,2015257,303,81747.0
342,2015018,123,79428.0
343,2015121,88,5034.0
344,2015233,184,19267.0
345,2015053,97,26538.0
346,2015183,211,49936.0
347,2015268,253,33968.0
348,2015152,51,60029.0
349,2014123,20,2345.3
350,2015251,19,65622.0
351,2015009,95,65936.0
352,2015055,13,62458.0
353,2015099,205,59986.0
354,2015042,84,90540.0
355,2015055,138,43067.0
356,2015031,252,50935.0
357,2015017,180,32419.0
358,2015032,82,89481.0
359,2015124,233,40989.0
360,2015045,122,34781.0
361,2015264,71,68813.0
362,2015080,68,27517.0
363,2015219,54,94604.0
364,2015123,344,4838.0
365,2015308,225,80107.0
366,2015146,350,84740.0
367,2015257,303,81747.0
368,2015018,123,79428.0
369,2015121,88,5034.0
370,2015233,184,19267.0
371,2015053,97,26538.0
372,2015183,211,49936.0
373,2015268,253,33968.0
374,2015152,51,60029.0
375,2015251,19,65622.0
376,2015009,95,65936.0
377,2015055,13,62458.0
378,2015099,205,59986.0
379,2015042,84,90540.0
380,2015055,138,43067.0
381,2015031,252,50935.0
382,2015017,180,32419.0
383,2015032,82,89481.0
384,2015124,233,40989.0
385,2015045,122,34781.0
386,2015264,71,68813.0
387,2015080,68,27517.0
388,2015219,54,94604.0
389,2015123,344,4838.0
390,2015308,225,80107.0
391,2015146,350,84740.0
392,2015257,303,81747.0
393,2015018,123,79428.0
394,2015121,88,5034.0
395,2015233,184,19267.0
396,2015053,97,26538.0
397,2015183,211,49936.0
398,2015268,253,33968.0
399,2015152,51,60029.0
400,2015251,19,65622.0
401,2015009,95,65936.0
402,2015055,13,62458.0
403,2015099,205,59986.0
404,2015042,84,90540.0
405,2015055,138,43067.0
406,2015031,252,50935.0
407,2015017,180,32419.0
408,2015032,82,89481.0
409,2015124,233,40989.0
410,2015045,122,34781.0
411,2015264,71,68813.0
412,2015080,68,27517.0
413,2015219,54,94604.0
414,2015123,344,4838.0
415,2015308,225,80107.0
416,2015146,350,84740.0
417,2015257,303,81747.0
418,2015018,123,79428.0
419,2015121,88,5034.0
420,2015233,184,19267.0
421,2015053,97,26538.0
422,2015268,253,33968.0
423,2015152,51,60029.0
424,2015251,19,65622.0
425,2015009,95,65936.0
426,2015055,13,62458.0
427,2015099,205,59986.0
428,2015042,84,90540.0
429,2015055,138,43067.0
430,2015031,252,50935.0
431,2015017,180,32419.0
432,2015032,82,89481.0
433,2015124,233,40989.0
434,2015045,122,34781.0
435,2015264,71,68813.0
436,2015080,68,27517.0
437,2015219,54,94604.0
438,2015123,344,4838.0
439,2015308,225,80107.0
440,2015146,350,84740.0
441,2015257,303,81747.0
442,2015018,123,79428.0
443,2015121,88,5034.0
444,2015233,184,19267.0
445,2015053,97,26538.0
446,2015268,253,33968.0
447,2015152,51,60029.0
448,2015251,019,065622.00
449,2015009,095,065936.00
450,2015055,013,062458.00
451,2015099,205,059986.00
452,2015042,084,090540.00
453,2015055,138,043067.00
454,2015031,252,050935.00
455,2015017,180,032419.00
456,2015032,082,089481.00
457,2015124,233,040989.00
458,2015045,122,034781.00
459,2015264,071,068813.00
460,2015080,068,027517.00
461,2015219,054,094604.00
462,2015123,344,004838.00
463,2015308,225,080107.00
464,2015146,350,084740.00
465,2015257,303,081747.00
466,2015018,123,079428.00
467,2015121,088,005034.00
468,2015233,184,019267.00
469,2015053,097,026538.00
470,2015183,211,049936.00
471,2015268,253,033968.00
472,2015152,051,060029.00
473,2015251,19,65622.0
474,2015009,95,65936.0
475,2015055,13,62458.0
476,2015099,205,59986.0
477,2015042,84,90540.0
478,2015055,138,43067.0
479,2015031,252,50935.0
480,2015017,180,32419.0
481,2015032,82,89481.0
482,2015124,233,40989.0
483,2015045,122,34781.0
484,2015264,71,68813.0
485,2015080,68,27517.0
486,2015219,54,94604.0
487,2015123,344,4838.0
488,2015308,225,80107.0
489,2015146,350,84740.0
490,2015257,303,81747.0
491,2015018,123,79428.0
492,2015121,88,5034.0
493,2015233,184,19267.0
494,2015053,97,26538.0
495,2015183,211,49936.0
496,2015268,253,33968.0
497,2015152,51,60029.0
498,2014123,20,2345.3
499,2015251,19,65622.0
500,2015009,95,65936.0
501,2015055,13,62458.0
502,2015099,205,59986.0
503,2015042,84,90540.0
504,2015055,138,43067.0
505,2015031,252,50935.0
506,2015017,180,32419.0
507,2015032,82,89481.0
508,2015124,233,40989.0
509,2015045,122,34781.0
510,2015264,71,68813.0
511,2015080,68,27517.0
512,2015219,54,94604.0
513,2015123,344,4838.0
514,2015308,225,80107.0
515,2015146,350,84740.0
516,2015257,303,81747.0
517,2015018,123,79428.0
518,2015121,88,5034.0
519,2015233,184,19267.0
520,2015053,97,26538.0
521,2015183,211,49936.0
522,2015268,253,33968.0
523,2015152,51,60029.0
524,2015251,19,65622.0
525,2015009,95,65936.0
526,2015055,13,62458.0
527,2015099,205,59986.0
528,2015042,84,90540.0
529,2015055,138,43067.0
530,2015031,252,50935.0
531,2015017,180,32419.0
532,2015032,82,89481.0
533,2015124,233,40989.0
534,2015045,122,34781.0
535,2015264,71,68813.0
536,2015080,68,27517.0
537,2015219,54,94604.0
538,2015123,344,4838.0
539,2015308,225,80107.0
540,2015146,350,84740.0
541,2015257,303,81747.0
542,2015018,123,79428.0
543,2015121,88,5034.0
544,2015233,184,19267.0
545,2015053,97,26538.0
546,2015183,211,49936.0
547,2015268,253,33968.0
548,2015152,51,60029.0
549,2015251,19,65622.0
550,2015009,95,65936.0
551,2015055,13,62458.0
552,2015099,205,59986.0
553,2015042,84,90540.0
554,2015055,138,43067.0
555,2015031,252,50935.0
556,2015017,180,32419.0
557,2015032,82,89481.0
558,2015124,233,40989.0
559,2015045,122,34781.0
560,2015264,71,68813.0
561,2015080,68,27517.0
562,2015219,54,94604.0
563,2015123,344,4838.0
564,2015308,225,80107.0
565,2015146,350,84740.0
566,2015257,303,81747.0
567,2015018,123,79428.0
568,2015121,88,5034.0
569,2015233,184,19267.0
570,2015053,97,26538.0
571,2015268,253,33968.0
572,2015152,51,60029.0
573,2015251,19,65622.0
574,2015009,95,65936.0
575,2015055,13,62458.0
576,2015099,205,59986.0
577,2015042,84,90540.0
578,2015055,138,43067.0
579,2015031,252,50935.0
580,2015017,180,32419.0
581,2015032,82,89481.0
582,2015124,233,40989.0
583,2015045,122,34781.0
584,2015264,71,68813.0
585,2015080,68,27517.0
586,2015219,54,94604.0
587,2015123,344,4838.0
588,2015308,225,80107.0
589,2015146,350,84740.0
590,2015257,303,81747.0
591,2015018,123,79428.0
592,2015121,88,5034.0
593,2015233,184,19267.0
594,2015053,97,26538.0
595,2015268,253,33968.0
596,2015152,51,60029.0
597,2015251,019,065622.00
598,2015009,095,065936.00
599,2015055,013,062458.00
600,2015099,205,059986.00
601,2015042,084,090540.00
602,2015055,138,043067.00
603,2015031,252,050935.00
604,2015017,180,032419.00
605,2015032,082,089481.00
606,2015124,233,040989.00
607,2015045,122,034781.00
608,2015264,071,068813.00
609,2015080,068,027517.00
610,2015219,054,094604.00
611,2015123,344,004838.00
612,2015308,225,080107.00
613,2015146,350,084740.00
614,2015257,303,081747.00
615,2015018,123,079428.00
616,2015121,088,005034.00
617,2015233,184,019267.00
618,2015053,097,026538.00
619,2015183,211,049936.00
620,2015268,253,033968.00
621,2015152,051,060029.00
622,2015251,19,65622.0
623,2015009,95,65936.0
624,2015055,13,62458.0
625,2015099,205,59986.0
626,2015042,84,90540.0
627,2015055,138,43067.0
628,2015031,252,50935.0
629,2015017,180,32419.0
630,2015032,82,89481.0
631,2015124,233,40989.0
632,2015045,122,34781.0
633,2015264,71,68813.0
634,2015080,68,27517.0
635,2015219,54,94604.0
636,2015123,344,4838.0
637,2015308,225,80107.0
638,2015146,350,84740.0
639,2015257,303,81747.0
640,2015018,123,79428.0
641,2015121,88,5034.0
642,2015233,184,19267.0
643,2015053,97,26538.0
644,2015183,211,49936.0
645,2015268,253,33968.0
646,2015152,51,60029.0
647,2014123,20,2345.3
648,2015251,19,65622.0
649,2015009,95,65936.0
650,2015055,13,62458.0
651,2015099,205,59986.0
652,2015042,84,90540.0
653,2015055,138,43067.0
654,2015031,252,50935.0
655,2015017,180,32419.0
656,2015032,82,89481.0
657,2015124,233,40989.0
658,2015045,122,34781.0
659,2015264,71,68813.0
660,2015080,68,27517.0
661,2015219,54,94604.0
662,2015123,344,4838.0
663,2015308,225,80107.0
664,2015146,350,84740.0
665,2015257,303,81747.0
666,2015018,123,79428.0
667,2015121,88,5034.0
668,2015233,184,19267.0
669,2015053,97,26538.0
670,2015183,211,49936.0
671,2015268,253,33968.0
672,2015152,51,60029.0
673,2015251,19,65622.0
674,2015009,95,65936.0
675,2015055,13,62458.0
676,2015099,205,59986.0
677,2015042,84,90540.0
678,2015055,138,43067.0
679,2015031,252,50935.0
680,2015017,180,32419.0
681,2015032,82,89481.0
682,2015124,233,40989.0
683,2015045,122,34781.0
684,2015264,71,68813.0
685,2015080,68,27517.0
686,2015219,54,94604.0
687,2015123,344,4838.0
688,2015308,225,80107.0
689,2015146,350,84740.0
690,2015257,303,81747.0
691,2015018,123,79428.0
692,2015121,88,5034.0
693,2015233,184,19267.0
694,2015053,97,26538.0
695,2015183,211,49936.0
696,2015268,253,33968.0
697,2015152,51,60029.0
698,2015251,19,65622.0
699,2015009,95,65936.0
700,2015055,13,62458.0
701,2015099,205,59986.0
702,2015042,84,90540.0
703,2015055,138,43067.0
704,2015031,252,50935.0
705,2015017,180,32419.0
706,2015032,82,89481.0
707,2015124,233,40989.0
708,2015045,122,34781.0
709,2015264,71,68813.0
710,2015080,68,27517.0
711,2015219,54,94604.0
712,2015123,344,4838.0
713,2015308,225,80107.0
714,2015146,350,84740.0
715,2015257,303,81747.0
716,2015018,123,79428.0
717,2015121,88,5034.0
718,2015233,184,19267.0
719,2015053,97,26538.0
720,2015268,253,33968.0
721,2015152,51,60029.0
722,2015251,19,65622.0
723,2015009,95,65936.0
724,2015055,13,62458.0
725,2015099,205,59986.0
726,2015042,84,90540.0
727,2015055,138,43067.0
728,2015031,252,50935.0
729,2015017,180,32419.0
730,2015032,82,89481.0
731,2015124,233,40989.0
732,2015045,122,34781.0
733,2015264,71,68813.0
734,2015080,68,27517.0
735,2015219,54,94604.0
736,2015123,344,4838.0
737,2015308,225,80107.0
738,2015146,350,84740.0
739,2015257,303,81747.0
740,2015018,123,79428.0
741,2015121,88,5034.0
742,2015233,184,19267.0
743,2015053,97,26538.0
744,2015268,253,33968.0
745,2015152,51,60029.0
746,2015251,019,065622.00
747,2015009,095,065936.00
748,2015055,013,062458.00
749,2015099,205,059986.00
750,2015042,084,090540.00
751,2015055,138,043067.00
752,2015031,252,050935.00
753,2015017,180,032419.00
754,2015032,082,089481.00
755,2015124,233,040989.00
756,2015045,122,034781.00
757,2015264,071,068813.00
758,2015080,068,027517.00
759,2015219,054,094604.00
760,2015123,344,004838.00
761,2015308,225,080107.00
762,2015146,350,084740.00
763,2015257,303,081747.00
764,2015018,123,079428.00
765,2015121,088,005034.00
766,2015233,184,019267.00
767,2015053,097,026538.00
768,2015183,211,049936.00
769,2015268,253,033968.00
770,2015152,051,060029.00
771,2015251,19,65622.0
772,2015009,95,65936.0
773,2015055,13,62458.0
774,2015099,205,59986.0
775,2015042,84,90540.0
776,2015055,138,43067.0
777,2015031,252,50935.0
778,2015017,180,32419.0
779,2015032,82,89481.0
780,2015124,233,40989.0
781,2015045,122,34781.0
782,2015264,71,68813.0
783,2015080,68,27517.0
784,2015219,54,94604.0
785,2015123,344,4838.0
786,2015308,225,80107.0
787,2015146,350,84740.0
788,2015257,303,81747.0
789,2015018,123,79428.0
790,2015121,88,5034.0
791,2015233,184,19267.0
792,2015053,97,26538.0
793,2015183,211,49936.0
794,2015268,253,33968.0
795,2015152,51,60029.0
796,2014123,20,2345.3
797,2015251,19,65622.0
798,2015009,95,65936.0
799,2015055,13,62458.0
800,2015099,205,59986.0
801,2015042,84,90540.0
802,2015055,138,43067.0
803,2015031,252,50935.0
804,2015017,180,32419.0
805,2015032,82,89481.0
806,2015124,233,40989.0
807,2015045,122,34781.0
808,2015264,71,68813.0
809,2015080,68,27517.0
810,2015219,54,94604.0
811,2015123,344,4838.0
812,2015308,225,80107.0
813,2015146,350,84740.0
814,2015257,303,81747.0
815,2015018,123,79428.0
816,2015121,88,5034.0
817,2015233,184,19267.0
818,2015053,97,26538.0
819,2015183,211,49936.0
820,2015268,253,33968.0
821,2015152,51,60029.0
822,2015251,19,65622.0
823,2015009,95,65936.0
824,2015055,13,62458.0
825,2015099,205,59986.0
826,2015042,84,90540.0
827,2015055,138,43067.0
828,2015031,252,50935.0
829,2015017,180,32419.0
830,2015032,82,89481.0
831,2015124,233,40989.0
832,2015045,122,34781.0
833,2015264,71,68813.0
834,2015080,68,27517.0
835,2015219,54,94604.0
836,2015123,344,4838.0
837,2015308,225,80107.0
838,2015146,350,84740.0
839,2015257,303,81747.0
840,2015018,123,79428.0
841,2015121,88,5034.0
842,2015233,184,19267.0
843,2015053,97,26538.0
844,2015183,211,49936.0
845,2015268,253,33968.0
846,2015152,51,60029.0
847,2015251,19,65622.0
848,2015009,95,65936.0
849,2015055,13,62458.0
850,2015099,205,59986.0
851,2015042,84,90540.0
852,2015055,138,43067.0
853,2015031,252,50935.0
854,2015017,180,32419.0
855,2015032,82,89481.0
856,2015124,233,40989.0
857,2015045,122,34781.0
858,2015264,71,68813.0
859,2015080,68,27517.0
860,2015219,54,94604.0
861,2015123,344,4838.0
862,2015308,225,80107.0
863,2015146,350,84740.0
864,2015257,303,81747.0
865,2015018,123,79428.0
866,2015121,88,5034.0
867,2015233,184,19267.0
868,2015053,97,26538.0
869,2015268,253,33968.0
870,2015152,51,60029.0
871,2015251,19,65622.0
872,2015009,95,65936.0
873,2015055,13,62458.0
874,2015099,205,59986.0
875,2015042,84,90540.0
876,2015055,138,43067.0
877,2015031,252,50935.0
878,2015017,180,32419.0
879,2015032,82,89481.0
880,2015124,233,40989.0
881,2015045,122,34781.0
882,2015264,71,68813.0
883,2015080,68,27517.0
884,2015219,54,94604.0
885,2015123,344,4838.0
886,2015308,225,80107.0
887,2015146,350,84740.0
888,2015257,303,81747.0
889,2015018,123,79428.0
890,2015121,88,5034.0
891,2015233,184,19267.0
892,2015053,97,26538.0
893,2015268,253,33968.0
894,2015152,51,60029.0
895,2015251,019,065622.00
896,2015009,095,065936.00
897,2015055,013,062458.00
898,2015099,205,059986.00
899,2015042,084,090540.00
900,2015055,138,043067.00
901,2015031,252,050935.00
902,2015017,180,032419.00
903,2015032,082,089481.00
904,2015124,233,040989.00
905,2015045,122,034781.00
906,2015264,071,068813.00
907,2015080,068,027517.00
908,2015219,054,094604.00
909,2015123,344,004838.00
910,2015308,225,080107.00
911,2015146,350,084740.00
912,2015257,303,081747.00
913,2015018,123,079428.00
914,2015121,088,005034.00
915,2015233,184,019267.00
916,2015053,097,026538.00
917,2015183,211,049936.00
918,2015268,253,033968.00
919,2015152,051,060029.00
920,2015251,19,65622.0
921,2015009,95,65936.0
922,2015055,13,62458.0
923,2015099,205,59986.0
924,2015042,84,90540.0
925,2015055,138,43067.0
926,2015031,252,50935.0
927,2015017,180,32419.0
928,2015032,82,89481.0
929,2015124,233,40989.0
930,2015045,122,34781.0
931,2015264,71,68813.0
932,2015080,68,27517.0
933,2015219,54,94604.0
934,2015123,344,4838.0
935,2015308,225,80107.0
936,2015146,350,84740.0
937,2015257,303,81747.0
938,2015018,123,79428.0
939,2015121,88,5034.0
940,2015233,184,19267.0
941,2015053,97,26538.0
942,2015183,211,49936.0
943,2015268,253,33968.0
944,2015152,51,60029.0
945,2014123,20,2345.3
946,2015251,19,65622.0
947,2015009,95,65936.0
948,2015055,13,62458.0
949,2015099,205,59986.0
950,2015042,84,90540.0
951,2015055,138,43067.0
952,2015031,252,50935.0
953,2015017,180,32419.0
954,2015032,82,89481.0
955,2015124,233,40989.0
956,2015045,122,34781.0
957,2015264,71,68813.0
958,2015080,68,27517.0
959,2015219,54,94604.0
960,2015123,344,4838.0
961,2015308,225,80107.0
962,2015146,350,84740.0
963,2015257,303,81747.0
964,2015018,123,79428.0
965,2015121,88,5034.0
966,2015233,184,19267.0
967,2015053,97,26538.0
968,2015183,211,49936.0
969,2015268,253,33968.0
970,2015152,51,60029.0
971,2015251,19,65622.0
972,2015009,95,65936.0
973,2015055,13,62458.0
974,2015099,205,59986.0
975,2015042,84,90540.0
976,2015055,138,43067.0
977,2015031,252,50935.0
978,2015017,180,32419.0
979,2015032,82,89481.0
980,2015124,233,40989.0
981,2015045,122,34781.0
982,2015264,71,68813.0
983,2015080,68,27517.0
984,2015219,54,94604.0
985,2015123,344,4838.0
986,2015308,225,80107.0
987,2015146,350,84740.0
988,2015257,303,81747.0
989,2015018,123,79428.0
990,2015121,88,5034.0
991,2015233,184,19267.0
992,2015053,97,26538.0
993,2015183,211,49936.0
994,2015268,253,33968.0
995,2015152,51,60029.0
996,2015251,19,65622.0
997,2015009,95,65936.0
998,2015055,13,62458.0
999,2015099,205,59986.0
1000,2015042,84,90540.0
1001,2015055,138,43067.0
1002,2015031,252,50935.0
1003,2015017,180,32419.0
1004,2015032,82,89481.0
1005,2015124,233,40989.0
1006,2015045,122,34781.0
1007,2015264,71,68813.0
1008,2015080,68,27517.0
1009,2015219,54,94604.0
1010,2015123,344,4838.0
1011,2015308,225,80107.0
1012,2015146,350,84740.0
1013,2015257,303,81747.0
1014,2015018,123,79428.0
1015,2015121,88,5034.0
1016,2015233,184,19267.0
1017,2015053,97,26538.0
1018,2015268,253,33968.0
1019,2015152,51,60029.0
1020,2015251,19,65622.0
1021,2015009,95,65936.0
1022,2015055,13,62458.0
1023,2015099,205,59986.0
1024,2015042,84,90540.0
1025,2015055,138,43067.0
1026,2015031,252,50935.0
1027,2015017,180,32419.0
1028,2015032,82,89481.0
1029,2015124,233,40989.0
1030,2015045,122,34781.0
1031,2015264,71,68813.0
1032,2015080,68,27517.0
1033,2015219,54,94604.0
1034,2015123,344,4838.0
1035,2015308,225,80107.0
1036,2015146,350,84740.0
1037,2015257,303,81747.0
1038,2015018,123,79428.0
1039,2015121,88,5034.0
1040,2015233,184,19267.0
1041,2015053,97,26538.0
1042,2015268,253,33968.0
1043,2015152,51,60029.0
1044,2015251,019,065622.00
1045,2015009,095,065936.00
1046,2015055,013,062458.00
1047,2015099,205,059986.00
1048,2015042,084,090540.00
1049,2015055,138,043067.00
1050,2015031,252,050935.00
1051,2015017,180,032419.00
1052,2015032,082,089481.00
1053,2015124,233,040989.00
1054,2015045,122,034781.00
1055,2015264,071,068813.00
1056,2015080,068,027517.00
1057,2015219,054,094604.00
1058,2015123,344,004838.00
1059,2015308,225,080107.00
1060,2015146,350,084740.00
1061,2015257,303,081747.00
1062,2015018,123,079428.00
1063,2015121,088,005034.00
1064,2015233,184,019267.00
1065,2015053,097,026538.00
1066,2015183,211,049936.00
1067,2015268,253,033968.00
1068,2015152,051,060029.00
1069,2015251,19,65622.0
